
info: Feb-04-2022 15:13:44: 	[04/Feb/2022:14:13:44 +0000] 'POST /api/artifact/dsl HTTP/1.1' 404 156 '- PostmanRuntime/7.26.8' - 2.994 ms

info: Feb-04-2022 15:13:57: 	[04/Feb/2022:14:13:57 +0000] 'POST /store/artifact/dsl HTTP/1.1' 500 105 '- PostmanRuntime/7.26.8' - 21.523 ms

info: Feb-10-2022 16:42:51: 	Listening on port 3200...
info: Feb-10-2022 16:42:51: 	Connected to database --> mdeforge ...
info: Feb-10-2022 16:53:25: 	Listening on port 3200...
info: Feb-10-2022 16:53:25: 	Connected to database --> mdeforge ...
info: Feb-10-2022 16:55:48: 	[10/Feb/2022:16:55:48 +0000] 'GET /store/api-docs/ HTTP/1.1' 304 - '- Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36' - 27.802 ms

info: Feb-10-2022 16:55:48: 	[10/Feb/2022:16:55:48 +0000] 'GET /store/api-docs/swagger-ui-init.js HTTP/1.1' 200 59863 '- Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36' - 4.108 ms

info: Feb-10-2022 16:55:48: 	[10/Feb/2022:16:55:48 +0000] 'GET /store/api-docs/swagger-ui.css HTTP/1.1' 200 143858 '- Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36' - 19.044 ms

info: Feb-10-2022 16:55:48: 	[10/Feb/2022:16:55:48 +0000] 'GET /store/api-docs/swagger-ui-standalone-preset.js HTTP/1.1' 200 324275 '- Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36' - 21.136 ms

info: Feb-10-2022 16:55:48: 	[10/Feb/2022:16:55:48 +0000] 'GET /store/api-docs/swagger-ui-bundle.js HTTP/1.1' 200 1086481 '- Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36' - 19.105 ms

info: Feb-10-2022 17:01:57: 	Listening on port 3200...
info: Feb-10-2022 17:01:57: 	Connected to database --> mdeforge ...
info: Feb-10-2022 17:05:19: 	Listening on port 3200...
error: Feb-10-2022 17:05:29: 	We got an unhandled rejection
